UniqueID,County,Location,PatronName,Patron,TroupeName,PerformerType,VenueName,VenueType,EventType,FromDate,FromDateYear,ToDate,ToDateYear,Auspices,PerformanceSpace,County Population,Latitude,Longitude
131,Kent,Dover,Edward de Vere (1550-1604),Edward de Vere,Earl of Oxford's Players,Players,unknown,unknown,Performance,4/3/1585,1585/04/03,4/17/1585,1585/04/17,,,136710,51.127876,1.313403
132,Kent,Hythe,Edward de Vere (1550-1604),Edward de Vere,Earl of Oxford's Players,Players,unknown,unknown,Performance,2/2/1581,1581/02/02,2/2/1582,1582/02/02,,,136710,51.071739,1.081937
133,Lancashire,Liverpool,Edward de Vere (1550-1604),Edward de Vere,Earl of Oxford's Players,Players,Town Hall,Town Hall,Performance,10/18/1582,1582/10/18,10/17/1583,1583/10/17,Civic,,232654,53.408371,-2.991573
134,Norfolk,Norwich,Edward de Vere (1550-1604),Edward de Vere,Earl of Oxford's Players,Players,Common Hall,Town Hall,Performance,9/29/1583,1583/09/29,9/28/1584,1584/09/28,Civic,Hall,140581,52.630886,1.297355
135,Norfolk,Norwich,Edward de Vere (1550-1604),Edward de Vere,Earl of Oxford's Players,Players,Common Hall,Town Hall,Performance,9/29/1585,1585/09/29,9/28/1586,1586/09/28,Civic,Hall,140581,52.630886,1.297355
136,Norfolk,Norwich,Edward de Vere (1550-1604),Edward de Vere,Earl of Oxford's Players,Players,Common Hall,Town Hall,Performance,9/29/1580,1580/09/29,9/28/1581,1581/09/28,Civic,Hall,140581,52.630886,1.297355
137,Norfolk,Norwich,Edward de Vere (1550-1604),Edward de Vere,Earl of Oxford's Players,Players,unknown,unknown,Performance,9/29/1581,1581/09/29,9/28/1582,1582/09/28,,,140581,52.630886,1.297355
138,Shropshire,Ludlow,Edward de Vere (1550-1604),Edward de Vere,Earl of Oxford's Players,Players,unknown,unknown,Performance,8/5/1584,1584/08/05,8/5/1584,1584/08/05,,,85677,52.367749,-2.713913
139,Somerset,Bath,Edward de Vere (1550-1604),Edward de Vere,Earl of Oxford's Players,Players,Guildhall,Guildhall,Performance,5/1/1585,1585/05/01,6/16/1585,1585/06/16,Civic,Hall,154845,51.375801,-2.359904
140,Somerset,Bath,Edward de Vere (1550-1604),Edward de Vere,Earl of Oxford's Players,Players,Guildhall,Guildhall,Performance,6/11/1582,1582/06/11,6/15/1583,1583/06/15,Civic,Hall,154845,51.375801,-2.359904
141,Somerset,Bath,Edward de Vere (1550-1604),Edward de Vere,Earl of Oxford's Players,Players,Guildhall,Guildhall,Performance,6/16/1584,1584/06/16,8/31/1584,1584/08/31,Civic,Hall,154845,51.375801,-2.359904
142,Somerset,Bridgwater,Edward de Vere (1550-1604),Edward de Vere,Earl of Oxford's Players,Players,Town Hall,Town Hall,Performance,12/1/1583,1583/12/01,12/9/1583,1583/12/09,Civic,Hall,154845,51.127889,-3.003632
143,Warwickshire,Coventry,Edward de Vere (1550-1604),Edward de Vere,Earl of Oxford's Players,Players,St Mary's Guildhall,Guildhall,Performance,11/1/1580,1580/11/01,10/31/1581,1581/10/31,Civic,Hall,50960,52.406822,-1.519693
144,Warwickshire,Coventry,Edward de Vere (1550-1604),Edward de Vere,Earl of Oxford's Players,Players,St Mary's Guildhall,Guildhall,Performance,11/1/1582,1582/11/01,10/31/1583,1583/10/31,Civic,Hall,50960,52.406822,-1.519693
145,Warwickshire,Coventry,Edward de Vere (1550-1604),Edward de Vere,Earl of Oxford's Players,Players,St Mary's Guildhall,Guildhall,Performance,11/1/1583,1583/11/01,10/31/1584,1584/10/31,Civic,Hall,50960,52.406822,-1.519693
146,Warwickshire,Coventry,Edward de Vere (1550-1604),Edward de Vere,Earl of Oxford's Players,Players,St Mary's Guildhall,Guildhall,Performance,11/1/1584,1584/11/01,10/31/1585,1585/10/31,Civic,Hall,50960,52.406822,-1.519693
147,Warwickshire,Coventry,Edward de Vere (1550-1604),Edward de Vere,Earl of Oxford's Players,Players,St Mary's Guildhall,Guildhall,Performance,11/1/1581,1581/11/01,10/31/1582,1582/10/31,Civic,Hall,50960,52.406822,-1.519693
148,Yorkshire,York,Edward de Vere (1550-1604),Edward de Vere,Earl of Oxford's Players,Players,Common Hall,Guildhall,Performance,6/30/1585,1585/06/30,6/30/1585,1585/06/30,Civic,Hall,353483,53.959965,-1.087298
149,Norfolk,Norwich,Thomas Radcliffe (1526-1583),Thomas Radcliffe,Earl of Sussex's Players (1),Players,unknown,unknown,Performance,9/29/1580,1580/09/29,9/28/1581,1581/09/28,,,140581,52.630886,1.297355
150,Norfolk,Norwich,Thomas Radcliffe (1526-1583),Thomas Radcliffe,Earl of Sussex's Players (1),Players,unknown,unknown,Performance,9/29/1581,1581/09/29,9/28/1582,1582/09/28,,,140581,52.630886,1.297355
151,Warwickshire,Coventry,Thomas Radcliffe (1526-1583),Thomas Radcliffe,Earl of Sussex's Players (1),Players,St Mary's Guildhall,Guildhall,Performance,11/1/1582,1582/11/01,10/31/1583,1583/10/31,Civic,Hall,50960,52.406822,-1.519693
152,Devon,Exeter,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,Guildhall,Guildhall,Performance,9/29/1588,1588/09/29,9/28/1589,1589/09/28,Civic,Hall,239662,50.718412,-3.533899
153,Devon,Exeter,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,Guildhall,Guildhall,Performance,9/29/1586,1586/09/29,9/28/1587,1587/09/28,Civic,Hall,239662,50.718412,-3.533899
154,Dorset,Lyme Regis,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,Town Hall,Town Hall,Performance,2/26/1585,1585/02/26,2/26/1585,1585/02/26,,,66022,50.725156,-2.936639
155,Gloucestershire,Gloucester,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,Boothall,Town Hall,Performance,9/29/1584,1584/09/29,9/28/1585,1585/09/28,Civic,,106828,51.864245,-2.238156
156,Gloucestershire,Gloucester,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,Boothall,Town Hall,Performance,9/2/1589,1589/09/02,9/2/1589,1589/09/02,Civic,,106828,51.864245,-2.238156
157,Gloucestershire,Gloucester,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,Boothall,Town Hall,Performance,9/29/1585,1585/09/29,9/28/1586,1586/09/28,Civic,,106828,51.864245,-2.238156
158,Gloucestershire,Gloucester,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,Boothall,Town Hall,Performance,9/17/1588,1588/09/17,9/17/1588,1588/09/17,Civic,,106828,51.864245,-2.238156
159,Gloucestershire,Gloucester,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,Boothall,Town Hall,Performance,9/29/1590,1590/09/29,9/28/1591,1591/09/28,,,106828,51.864245,-2.238156
160,Gloucestershire,Bristol,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,Guildhall,Guildhall,Performance,8/15/1587,1587/08/15,8/19/1587,1587/08/19,Civic,Hall,106828,51.454513,-2.58791
161,Kent,Lydd,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,Common House,Town Hall,Performance,7/22/1589,1589/07/22,7/22/1590,1590/07/22,,,136710,50.950945,0.906589
162,Kent,Faversham,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,Guildhall,Guildhall,Performance,10/5/1589,1589/10/05,10/5/1589,1589/10/05,,,136710,51.315994,0.889358
163,Kent,Canterbury,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,unknown,unknown,Performance,9/29/1586,1586/09/29,9/28/1587,1587/09/28,,,136710,51.280233,1.078909
164,Kent,Canterbury,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,unknown,unknown,Performance,12/5/1588,1588/12/05,12/5/1588,1588/12/05,,,136710,51.280233,1.078909
165,Kent,Dover,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,unknown,unknown,Performance,5/15/1585,1585/05/15,5/15/1585,1585/05/15,,,136710,51.127876,1.313403
166,Kent,Dover,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,unknown,unknown,Performance,2/19/1586,1586/02/19,3/5/1586,1586/03/05,,,136710,51.127876,1.313403
167,Kent,Hythe,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,unknown,unknown,Performance,2/2/1588,1588/02/02,2/2/1589,1589/02/02,,,136710,51.071739,1.081937
168,Kent,New Romney,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,unknown,unknown,Performance,9/30/1589,1589/09/30,3/25/1590,1590/03/25,,,136710,50.985117,0.939473
169,Norfolk,Norwich,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,Common Hall,Town Hall,Performance,3/8/1589,1589/03/08,3/8/1589,1589/03/08,Civic,Hall,140581,52.630886,1.297355
170,Norfolk,Norwich,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,Common Hall,Town Hall,Performance,2/28/1590,1590/02/28,2/28/1590,1590/02/28,Civic,Hall,140581,52.630886,1.297355
171,Somerset,Bath,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,Guildhall,Guildhall,Performance,7/13/1587,1587/07/13,4/15/1588,1588/04/15,Civic,Hall,154845,51.375801,-2.359904
172,Somerset,Bath,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,Guildhall,Guildhall,Performance,7/22/1585,1585/07/22,7/22/1585,1585/07/22,Civic,Hall,154845,51.375801,-2.359904
173,Somerset,Bath,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,Guildhall,Guildhall,Performance,5/1/1586,1586/05/01,5/31/1586,1586/05/31,,,154845,51.375801,-2.359904
174,Somerset,Bath,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,Guildhall,Guildhall,Performance,7/31/1587,1587/07/31,4/15/1588,1588/04/15,,,154845,51.375801,-2.359904
175,Warwickshire,Coventry,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,St Mary's Guildhall,Guildhall,Performance,11/1/1587,1587/11/01,10/31/1588,1588/10/31,Civic,Hall,50960,52.406822,-1.519693
176,Warwickshire,Coventry,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,St Mary's Guildhall,Guildhall,Performance,9/1/1587,1587/09/01,9/30/1587,1587/09/30,Civic,Hall,50960,52.406822,-1.519693
177,Warwickshire,Coventry,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,St Mary's Guildhall,Guildhall,Performance,11/1/1585,1585/11/01,10/31/1586,1586/10/31,Civic,Hall,50960,52.406822,-1.519693
178,Westmorland,Kendal,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,Town Hall,Town Hall,Performance,10/1/1587,1587/10/01,10/3/1587,1587/10/03,,,54323,54.336471,-2.752398
179,Yorkshire,York,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,Common Hall,Guildhall,Performance,6/20/1588,1588/06/20,6/20/1588,1588/06/20,Civic,Hall,353483,53.959965,-1.087298
180,Yorkshire,York,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,Common Hall,Guildhall,Performance,9/10/1587,1587/09/10,10/5/1587,1587/10/05,Civic,Hall,353483,53.959965,-1.087298
181,Somerset,Bath,Ambrose Dudley (1528-1590),Ambrose Dudley,Earl of Warwick's Tumblers,Tumblers,Guildhall,Guildhall,Performance,4/15/1588,1588/04/15,5/22/1588,1588/05/22,Civic,Hall,154845,51.375801,-2.359904
182,Devon,Plymouth,William Somerset (1527-1589),William Somerset,Earl of Worcester's Players (1),Players,Guildhall,Guildhall,Performance,5/1/1581,1581/05/01,9/28/1581,1581/09/28,Civic,Hall,239662,50.375457,-4.142656
183,Gloucestershire,Gloucester,William Somerset (1527-1589),William Somerset,Earl of Worcester's Players (1),Players,Boothall,Town Hall,Performance,12/22/1583,1583/12/22,12/22/1583,1583/12/22,,,106828,51.864245,-2.238156
184,Kent,Maidstone,William Somerset (1527-1589),William Somerset,Earl of Worcester's Players (1),Players,Town Hall,Town Hall,Performance,11/2/1583,1583/11/02,11/2/1584,1584/11/02,,,136710,51.270363,0.522699
185,Kent,Hythe,William Somerset (1527-1589),William Somerset,Earl of Worcester's Players (1),Players,unknown,unknown,Performance,2/2/1584,1584/02/02,2/2/1585,1585/02/02,,,136710,51.071739,1.081937
186,Norfolk,Norwich,William Somerset (1527-1589),William Somerset,Earl of Worcester's Players (1),Players,unknown,unknown,Performance,9/29/1581,1581/09/29,9/28/1582,1582/09/28,,,140581,52.630886,1.297355
187,Norfolk,Norwich,William Somerset (1527-1589),William Somerset,Earl of Worcester's Players (1),Players,unknown,unknown,Performance,9/29/1582,1582/09/29,9/28/1583,1583/09/28,,,140581,52.630886,1.297355
188,Somerset,Bridgwater,William Somerset (1527-1589),William Somerset,Earl of Worcester's Players (1),Players,Town Hall,Town Hall,Performance,9/19/1581,1581/09/19,9/19/1581,1581/09/19,Civic,Hall,154845,51.127889,-3.003632
189,Somerset,Bridgwater,William Somerset (1527-1589),William Somerset,Earl of Worcester's Players (1),Players,Town Hall,Town Hall,Performance,7/30/1582,1582/07/30,7/30/1582,1582/07/30,Civic,Hall,154845,51.127889,-3.003632
190,Warwickshire,Coventry,William Somerset (1527-1589),William Somerset,Earl of Worcester's Players (1),Players,St Mary's Guildhall,Guildhall,Performance,11/1/1583,1583/11/01,10/31/1584,1584/10/31,Civic,Hall,50960,52.406822,-1.519693
191,Warwickshire,Coventry,William Somerset (1527-1589),William Somerset,Earl of Worcester's Players (1),Players,St Mary's Guildhall,Guildhall,Performance,11/1/1581,1581/11/01,10/31/1582,1582/10/31,Civic,Hall,50960,52.406822,-1.519693
192,Yorkshire,York,William Somerset (1527-1589),William Somerset,Earl of Worcester's Players (1),Players,Common Hall,Guildhall,Performance,3/1/1585,1585/03/01,3/28/1585,1585/03/28,Civic,Hall,353483,53.959965,-1.087298
193,Gloucestershire,Gloucester,Edward Somerset (1550-1628),Edward Somerset,Earl of Worcester's Players (2),Players,Boothall,Town Hall,Performance,9/29/1590,1590/09/29,9/28/1591,1591/09/28,Civic,,106828,51.864245,-2.238156
194,Kent,Lydd,Edward Somerset (1550-1628),Edward Somerset,Earl of Worcester's Players (2),Players,Common House,Town Hall,Performance,7/22/1590,1590/07/22,7/22/1591,1591/07/22,,,136710,50.950945,0.906589
195,Kent,Faversham,Edward Somerset (1550-1628),Edward Somerset,Earl of Worcester's Players (2),Players,Guildhall,Guildhall,Performance,1/4/1590,1590/01/04,9/29/1590,1590/09/29,,,136710,51.315994,0.889358
196,Newcastle upon Tyne,Newcastle,Edward Somerset (1550-1628),Edward Somerset,Earl of Worcester's Players (2),Players,Merchants' Court,Guildhall,Performance,9/13/1590,1590/09/13,9/19/1590,1590/09/19,Civic,Hall,53192,54.978252,-1.61778
197,Shropshire,Shrewsbury,Edward Somerset (1550-1628),Edward Somerset,Earl of Worcester's Players (2),Players,Booth Hall,Town Hall,Performance,9/29/1590,1590/09/29,9/28/1591,1591/09/28,,,85677,52.707303,-2.755327
198,Warwickshire,Coventry,Edward Somerset (1550-1628),Edward Somerset,Earl of Worcester's Players (2),Players,St Mary's Guildhall,Guildhall,Performance,11/1/1589,1589/11/01,10/31/1590,1590/10/31,Civic,Hall,50960,52.406822,-1.519693
199,Yorkshire,York,Edward Somerset (1550-1628),Edward Somerset,Earl of Worcester's Players (2),Players,Common Hall,Guildhall,Performance,10/24/1590,1590/10/24,10/24/1590,1590/10/24,Civic,Hall,353483,53.959965,-1.087298
200,Cambridgeshire,Cambridge,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,Guildhall,Guildhall,Performance,9/29/1588,1588/09/29,9/28/1589,1589/09/28,Civic,Hall,61561,52.205337,0.121817
201,Devon,Plymouth,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,Guildhall,Guildhall,Performance,9/29/1586,1586/09/29,5/1/1587,1587/05/01,Civic,Hall,239662,50.375457,-4.142656
202,Devon,Exeter,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,Guildhall,Guildhall,Performance,9/29/1586,1586/09/29,9/28/1587,1587/09/28,Civic,Hall,239662,50.718412,-3.533899
203,Gloucestershire,Gloucester,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,Boothall,Town Hall,Performance,9/17/1590,1590/09/17,9/17/1590,1590/09/17,Civic,,106828,51.864245,-2.238156
204,Gloucestershire,Gloucester,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,Boothall,Town Hall,Performance,9/29/1590,1590/09/29,9/28/1591,1591/09/28,Civic,,106828,51.864245,-2.238156
205,Gloucestershire,Bristol,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,Guildhall,Guildhall,Performance,8/9/1590,1590/08/09,8/15/1590,1590/08/15,Civic,Hall,106828,51.454513,-2.58791
206,Kent,Lydd,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,Common House,Town Hall,Performance,7/22/1589,1589/07/22,7/22/1590,1590/07/22,,,136710,50.950945,0.906589
207,Kent,Folkestone,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,Town Hall,Town Hall,Performance,9/8/1584,1584/09/08,9/8/1585,1585/09/08,,,136710,51.081397,1.169456
208,Kent,Folkestone,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,Town Hall,Town Hall,Performance,9/8/1585,1585/09/08,9/8/1586,1586/09/08,,,136710,51.081397,1.169456
209,Kent,Folkestone,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,Town Hall,Town Hall,Performance,11/1/1589,1589/11/01,11/1/1590,1590/11/01,,,136710,51.081397,1.169456
210,Kent,Maidstone,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,Town Hall,Town Hall,Performance,11/1/1589,1589/11/01,11/1/1590,1590/11/01,,,136710,51.270363,0.522699
211,Kent,Canterbury,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,unknown,unknown,Performance,7/22/1589,1589/07/22,7/22/1590,1590/07/22,,,136710,51.280233,1.078909
212,Kent,Dover,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,unknown,unknown,Performance,6/12/1585,1585/06/12,6/12/1585,1585/06/12,,,136710,51.127876,1.313403
213,Kent,Hythe,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,unknown,unknown,Performance,2/2/1585,1585/02/02,2/2/1586,1586/02/02,,,136710,51.071739,1.081937
214,Kent,Hythe,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,unknown,unknown,Performance,2/2/1586,1586/02/02,2/2/1587,1587/02/02,,,136710,51.071739,1.081937
215,Kent,New Romney,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,unknown,unknown,Performance,6/26/1590,1590/06/26,6/26/1590,1590/06/26,,,136710,50.985117,0.939473
216,Norfolk,Norwich,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,Common Hall,Town Hall,Performance,9/29/1586,1586/09/29,9/28/1587,1587/09/28,Civic,Hall,140581,52.630886,1.297355
217,Oxfordshire,Oxford,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,Guildhall,Guildhall,Performance,9/29/1586,1586/09/29,9/29/1587,1587/09/29,,,51126,51.752021,-1.257726
218,Oxfordshire,Oxford,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,Guildhall,Guildhall,Performance,9/29/1589,1589/09/29,9/29/1590,1590/09/29,,,51126,51.752021,-1.257726
219,Oxfordshire,Oxford,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,Guildhall,Guildhall,Performance,9/29/1590,1590/09/29,9/29/1591,1591/09/29,,,51126,51.752021,-1.257726
220,Somerset,Bath,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,Guildhall,Guildhall,Performance,6/15/1586,1586/06/15,3/31/1587,1587/03/31,Civic,Hall,154845,51.375801,-2.359904
221,Sussex,Rye,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,unknown,unknown,Performance,7/15/1586,1586/07/15,7/15/1586,1586/07/15,,,101245,50.949708,0.73726
222,Sussex,Rye,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,unknown,unknown,Performance,6/23/1590,1590/06/23,6/23/1590,1590/06/23,,,101245,50.949708,0.73726
223,Warwickshire,Coventry,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,St Mary's Guildhall,Guildhall,Performance,11/1/1585,1585/11/01,10/31/1586,1586/10/31,Civic,Hall,50960,52.406822,-1.519693
224,Warwickshire,Coventry,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,St Mary's Guildhall,Guildhall,Performance,11/1/1586,1586/11/01,10/31/1587,1587/10/31,Civic,Hall,50960,52.406822,-1.519693
225,Warwickshire,Coventry,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,St Mary's Guildhall,Guildhall,Performance,11/1/1589,1589/11/01,10/31/1590,1590/10/31,Civic,Hall,50960,52.406822,-1.519693
226,Yorkshire,York,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,Common Hall,Guildhall,Performance,2/28/1587,1587/02/28,9/8/1587,1587/09/08,Civic,Hall,353483,53.959965,-1.087298
227,Newcastle upon Tyne,Newcastle,Henry Berkeley (1534-1613),Henry Berkeley,Lord Bartholomew's Players,Players,Merchants' Court,Guildhall,Performance,3/26/1581,1581/03/26,3/31/1581,1581/03/31,Civic,Hall,53192,54.978252,-1.61778
228,Devon,Exeter,Henry Berkeley (1534-1613),Henry Berkeley,Lord Bartlett's Players,Players,Guildhall,Guildhall,Performance,12/1/1582,1582/12/01,12/28/1582,1582/12/28,Civic,Hall,239662,50.718412,-3.533899
229,Devon,Barnstaple,Henry Berkeley (1534-1613),Henry Berkeley,Lord Bartlett's Players,Players,Guildhall (2),Guildhall,Performance,9/29/1583,1583/09/29,9/28/1584,1584/09/28,Civic,Hall,239662,51.07816,-4.058338
230,Kent,Fordwich,Henry Berkeley (1534-1613),Henry Berkeley,Lord Bartlett's Players,Players,Town Hall,Town Hall,Performance,12/2/1583,1583/12/02,12/8/1584,1584/12/08,,,136710,51.295143,1.124467
231,Kent,Dover,Henry Berkeley (1534-1613),Henry Berkeley,Lord Bartlett's Players,Players,unknown,unknown,Performance,5/15/1585,1585/05/15,5/15/1585,1585/05/15,,,136710,51.127876,1.313403
232,Kent,Hythe,Henry Berkeley (1534-1613),Henry Berkeley,Lord Bartlett's Players,Players,unknown,unknown,Performance,2/2/1586,1586/02/02,2/2/1587,1587/02/02,,,136710,51.071739,1.081937
233,Gloucestershire,Gloucester,Edward Seymour (1561-1612),Edward Seymour,Lord Beauchamp's Players,Players,Boothall,Town Hall,Performance,9/29/1590,1590/09/29,9/28/1591,1591/09/28,Civic,,106828,51.864245,-2.238156
234,Gloucestershire,Gloucester,Edward Seymour (1561-1612),Edward Seymour,Lord Beauchamp's Players,Players,Boothall,Town Hall,Performance,4/6/1590,1590/04/06,4/6/1590,1590/04/06,Civic,,106828,51.864245,-2.238156
235,Kent,Lydd,Edward Seymour (1561-1612),Edward Seymour,Lord Beauchamp's Players,Players,Common House,Town Hall,Performance,6/22/1590,1590/06/22,6/22/1591,1591/06/22,,,136710,50.950945,0.906589
236,Shropshire,Shrewsbury,Edward Seymour (1561-1612),Edward Seymour,Lord Beauchamp's Players,Players,Booth Hall,Town Hall,Performance,9/29/1590,1590/09/29,9/28/1591,1591/09/28,Civic,Hall,85677,52.707303,-2.755327
237,Yorkshire,York,Edward Seymour (1561-1612),Edward Seymour,Lord Beauchamp's Players,Players,Common Hall,Guildhall,Performance,9/26/1590,1590/09/26,9/26/1590,1590/09/26,Civic,Hall,353483,53.959965,-1.087298
238,Warwickshire,Coventry,Henry Berkeley (1534-1613),Henry Berkeley,Lord Berkeley's Musicians,Musicians,St Mary's Guildhall,Guildhall,Performance,11/1/1582,1582/11/01,10/31/1583,1583/10/31,Civic,Hall,50960,52.406822,-1.519693
239,Devon,Totnes,Henry Berkeley (1534-1613),Henry Berkeley,Lord Berkeley's Players,Players,Guildhall,Guildhall,Performance,9/29/1584,1584/09/29,9/28/1585,1585/09/28,Civic,Hall,239662,50.433741,-3.685797
240,Dorset,Lyme Regis,Henry Berkeley (1534-1613),Henry Berkeley,Lord Berkeley's Players,Players,Town Hall,Town Hall,Performance,1/17/1584,1584/01/17,1/17/1584,1584/01/17,,,66022,50.725156,-2.936639
241,Gloucestershire,Gloucester,Henry Berkeley (1534-1613),Henry Berkeley,Lord Berkeley's Players,Players,Boothall,Town Hall,Performance,9/29/1584,1584/09/29,9/28/1585,1585/09/28,Civic,,106828,51.864245,-2.238156
242,Gloucestershire,Gloucester,Henry Berkeley (1534-1613),Henry Berkeley,Lord Berkeley's Players,Players,Boothall,Town Hall,Performance,9/29/1581,1581/09/29,9/28/1582,1582/09/28,Civic,,106828,51.864245,-2.238156
243,Gloucestershire,Gloucester,Henry Berkeley (1534-1613),Henry Berkeley,Lord Berkeley's Players,Players,Boothall,Town Hall,Performance,11/30/1582,1582/11/30,11/30/1582,1582/11/30,Civic,,106828,51.864245,-2.238156
244,Gloucestershire,Gloucester,Henry Berkeley (1534-1613),Henry Berkeley,Lord Berkeley's Players,Players,Boothall,Town Hall,Performance,9/29/1580,1580/09/29,9/28/1581,1581/09/28,Civic,,106828,51.864245,-2.238156
245,Gloucestershire,Gloucester,Henry Berkeley (1534-1613),Henry Berkeley,Lord Berkeley's Players,Players,Boothall,Town Hall,Performance,6/16/1584,1584/06/16,8/31/1584,1584/08/31,,,106828,51.864245,-2.238156
246,Kent,Dover,Henry Berkeley (1534-1613),Henry Berkeley,Lord Berkeley's Players,Players,unknown,unknown,Performance,7/4/1584,1584/07/04,7/18/1584,1584/07/18,,,136710,51.127876,1.313403
247,Shropshire,Ludlow,Henry Berkeley (1534-1613),Henry Berkeley,Lord Berkeley's Players,Players,unknown,unknown,Performance,9/11/1582,1582/09/11,9/11/1582,1582/09/11,,,85677,52.367749,-2.713913
248,Somerset,Bath,Henry Berkeley (1534-1613),Henry Berkeley,Lord Berkeley's Players,Players,Guildhall,Guildhall,Performance,6/16/1583,1583/06/16,6/15/1584,1584/06/15,Civic,Hall,154845,51.375801,-2.359904
249,Somerset,Bath,Henry Berkeley (1534-1613),Henry Berkeley,Lord Berkeley's Players,Players,Guildhall,Guildhall,Performance,6/16/1584,1584/06/16,8/31/1584,1584/08/31,Civic,Hall,154845,51.375801,-2.359904
250,Somerset,Bath,Henry Berkeley (1534-1613),Henry Berkeley,Lord Berkeley's Players,Players,Guildhall,Guildhall,Performance,6/13/1580,1580/06/13,6/15/1581,1581/06/15,Civic,Hall,154845,51.375801,-2.359904
251,Somerset,Bath,Henry Berkeley (1534-1613),Henry Berkeley,Lord Berkeley's Players,Players,Guildhall,Guildhall,Performance,6/11/1582,1582/06/11,6/15/1583,1583/06/15,Civic,Hall,154845,51.375801,-2.359904
252,Somerset,Bath,Henry Berkeley (1534-1613),Henry Berkeley,Lord Berkeley's Players,Players?,Guildhall,Guildhall,Performance,6/16/1581,1581/06/16,6/10/1582,1582/06/10,Civic,Hall,154845,51.375801,-2.359904
