UniqueID,County,Location,PatronName,Patron,TroupeName,PerformerType,VenueName,VenueType,EventType,FromDate,FromDate,ToDate,Auspices,PerformanceSpace,County Population,LatLong,,,,,,
131,Kent,Dover,Edward de Vere (1550-1604),Edward de Vere,Earl of Oxford's Players,Players,unknown,unknown,Performance,4/3/1585,1585-04-03,1585-4-17,,,136710,"51.127876,1.313403",,,,,,
132,Kent,Hythe,Edward de Vere (1550-1604),Edward de Vere,Earl of Oxford's Players,Players,unknown,unknown,Performance,2/2/1581,1581-02-02,1582-2-2,,,136710,"51.071739,1.081937",,,,,,
133,Lancashire,Liverpool,Edward de Vere (1550-1604),Edward de Vere,Earl of Oxford's Players,Players,Town Hall,Town Hall,Performance,10/18/1582,1582-10-18,1583-10-17,Civic,,232654,"53.408371,-2.991573",,,,,,
134,Norfolk,Norwich,Edward de Vere (1550-1604),Edward de Vere,Earl of Oxford's Players,Players,Common Hall,Town Hall,Performance,9/29/1583,1583-09-29,1584-9-28,Civic,Hall,140581,"52.630886,1.297355",,,,,,
135,Norfolk,Norwich,Edward de Vere (1550-1604),Edward de Vere,Earl of Oxford's Players,Players,Common Hall,Town Hall,Performance,9/29/1585,1585-09-29,1586-9-28,Civic,Hall,140581,"52.630886,1.297355",,,,,,
136,Norfolk,Norwich,Edward de Vere (1550-1604),Edward de Vere,Earl of Oxford's Players,Players,Common Hall,Town Hall,Performance,9/29/1580,1580-09-29,1581-9-28,Civic,Hall,140581,"52.630886,1.297355",,,,,,
137,Norfolk,Norwich,Edward de Vere (1550-1604),Edward de Vere,Earl of Oxford's Players,Players,unknown,unknown,Performance,9/29/1581,1581-09-29,1582-9-28,,,140581,"52.630886,1.297355",,,,,,
138,Shropshire,Ludlow,Edward de Vere (1550-1604),Edward de Vere,Earl of Oxford's Players,Players,unknown,unknown,Performance,8/5/1584,1584-08-05,1584-8-5,,,85677,"52.367749,-2.713913",,,,,,
139,Somerset,Bath,Edward de Vere (1550-1604),Edward de Vere,Earl of Oxford's Players,Players,Guildhall,Guildhall,Performance,5/1/1585,1585-05-01,1585-6-16,Civic,Hall,154845,"51.375801,-2.359904",,,,,,
140,Somerset,Bath,Edward de Vere (1550-1604),Edward de Vere,Earl of Oxford's Players,Players,Guildhall,Guildhall,Performance,6/11/1582,1582-06-11,1583-6-15,Civic,Hall,154845,"51.375801,-2.359904",,,,,,
141,Somerset,Bath,Edward de Vere (1550-1604),Edward de Vere,Earl of Oxford's Players,Players,Guildhall,Guildhall,Performance,6/16/1584,1584-06-16,1584-8-31,Civic,Hall,154845,"51.375801,-2.359904",,,,,,
142,Somerset,Bridgwater,Edward de Vere (1550-1604),Edward de Vere,Earl of Oxford's Players,Players,Town Hall,Town Hall,Performance,12/1/1583,1583-12-01,1583-12-9,Civic,Hall,154845,"51.127889,-3.003632",,,,,,
143,Warwickshire,Coventry,Edward de Vere (1550-1604),Edward de Vere,Earl of Oxford's Players,Players,St Mary's Guildhall,Guildhall,Performance,11/1/1580,1580-11-01,1581-10-31,Civic,Hall,50960,"52.406822,-1.519693",,,,,,
144,Warwickshire,Coventry,Edward de Vere (1550-1604),Edward de Vere,Earl of Oxford's Players,Players,St Mary's Guildhall,Guildhall,Performance,11/1/1582,1582-11-01,1583-10-31,Civic,Hall,50960,"52.406822,-1.519693",,,,,,
145,Warwickshire,Coventry,Edward de Vere (1550-1604),Edward de Vere,Earl of Oxford's Players,Players,St Mary's Guildhall,Guildhall,Performance,11/1/1583,1583-11-01,1584-10-31,Civic,Hall,50960,"52.406822,-1.519693",,,,,,
146,Warwickshire,Coventry,Edward de Vere (1550-1604),Edward de Vere,Earl of Oxford's Players,Players,St Mary's Guildhall,Guildhall,Performance,11/1/1584,1584-11-01,1585-10-31,Civic,Hall,50960,"52.406822,-1.519693",,,,,,
147,Warwickshire,Coventry,Edward de Vere (1550-1604),Edward de Vere,Earl of Oxford's Players,Players,St Mary's Guildhall,Guildhall,Performance,11/1/1581,1581-11-01,1582-10-31,Civic,Hall,50960,"52.406822,-1.519693",,,,,,
148,Yorkshire,York,Edward de Vere (1550-1604),Edward de Vere,Earl of Oxford's Players,Players,Common Hall,Guildhall,Performance,6/30/1585,1585-06-30,1585-6-30,Civic,Hall,353483,"53.959965,-1.087298",,,,,,
149,Norfolk,Norwich,Thomas Radcliffe (1526-1583),Thomas Radcliffe,Earl of Sussex's Players (1),Players,unknown,unknown,Performance,9/29/1580,1580-09-29,1581-9-28,,,140581,"52.630886,1.297355",,,,,,
150,Norfolk,Norwich,Thomas Radcliffe (1526-1583),Thomas Radcliffe,Earl of Sussex's Players (1),Players,unknown,unknown,Performance,9/29/1581,1581-09-29,1582-9-28,,,140581,"52.630886,1.297355",,,,,,
151,Warwickshire,Coventry,Thomas Radcliffe (1526-1583),Thomas Radcliffe,Earl of Sussex's Players (1),Players,St Mary's Guildhall,Guildhall,Performance,11/1/1582,1582-11-01,1583-10-31,Civic,Hall,50960,"52.406822,-1.519693",,,,,,
152,Devon,Exeter,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,Guildhall,Guildhall,Performance,9/29/1588,1588-09-29,1589-9-28,Civic,Hall,239662,"50.718412,-3.533899",,,,,,
153,Devon,Exeter,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,Guildhall,Guildhall,Performance,9/29/1586,1586-09-29,1587-9-28,Civic,Hall,239662,"50.718412,-3.533899",,,,,,
154,Dorset,Lyme Regis,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,Town Hall,Town Hall,Performance,2/26/1585,1585-2-26,1585-2-26,,,66022,"50.725156,-2.936639",,,2,26,1585,1585-2-26
155,Gloucestershire,Gloucester,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,Boothall,Town Hall,Performance,9/29/1584,1584-9-29,1585-9-28,Civic,,106828,"51.864245,-2.238156",,,,,,
156,Gloucestershire,Gloucester,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,Boothall,Town Hall,Performance,9/2/1589,1589-9-2,1589-9-2,Civic,,106828,"51.864245,-2.238156",,,,,,
157,Gloucestershire,Gloucester,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,Boothall,Town Hall,Performance,9/29/1585,1585-9-29,1586-9-28,Civic,,106828,"51.864245,-2.238156",,,,,,
158,Gloucestershire,Gloucester,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,Boothall,Town Hall,Performance,9/17/1588,1588-9-17,1588-9-17,Civic,,106828,"51.864245,-2.238156",,,,,,
159,Gloucestershire,Gloucester,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,Boothall,Town Hall,Performance,9/29/1590,1590-9-29,1591-9-28,,,106828,"51.864245,-2.238156",,,,,,
160,Gloucestershire,Bristol,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,Guildhall,Guildhall,Performance,8/15/1587,1587-8-15,1587-8-19,Civic,Hall,106828,"51.454513,-2.58791",,,,,,
161,Kent,Lydd,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,Common House,Town Hall,Performance,7/22/1589,1589-7-22,1590-7-22,,,136710,"50.950945,0.906589",,,,,,
162,Kent,Faversham,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,Guildhall,Guildhall,Performance,10/5/1589,1589-10-5,1589-10-5,,,136710,"51.315994,0.889358",,,,,,
163,Kent,Canterbury,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,unknown,unknown,Performance,9/29/1586,1586-9-29,1587-9-28,,,136710,"51.280233,1.078909",,,,,,
164,Kent,Canterbury,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,unknown,unknown,Performance,12/5/1588,1588-12-5,1588-12-5,,,136710,"51.280233,1.078909",,,,,,
165,Kent,Dover,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,unknown,unknown,Performance,5/15/1585,1585-5-15,1585-5-15,,,136710,"51.127876,1.313403",,,,,,
166,Kent,Dover,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,unknown,unknown,Performance,2/19/1586,1586-2-19,1586-3-5,,,136710,"51.127876,1.313403",,,,,,
167,Kent,Hythe,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,unknown,unknown,Performance,2/2/1588,1588-2-2,1589-2-2,,,136710,"51.071739,1.081937",,,,,,
168,Kent,New Romney,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,unknown,unknown,Performance,9/30/1589,1589-9-30,1590-3-25,,,136710,"50.985117,0.939473",,,,,,
169,Norfolk,Norwich,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,Common Hall,Town Hall,Performance,3/8/1589,1589-3-8,1589-3-8,Civic,Hall,140581,"52.630886,1.297355",,,,,,
170,Norfolk,Norwich,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,Common Hall,Town Hall,Performance,2/28/1590,1590-2-28,1590-2-28,Civic,Hall,140581,"52.630886,1.297355",,,,,,
171,Somerset,Bath,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,Guildhall,Guildhall,Performance,7/13/1587,1587-7-13,1588-4-15,Civic,Hall,154845,"51.375801,-2.359904",,,,,,
172,Somerset,Bath,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,Guildhall,Guildhall,Performance,7/22/1585,1585-7-22,1585-7-22,Civic,Hall,154845,"51.375801,-2.359904",,,,,,
173,Somerset,Bath,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,Guildhall,Guildhall,Performance,5/1/1586,1586-5-1,1586-5-31,,,154845,"51.375801,-2.359904",,,,,,
174,Somerset,Bath,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,Guildhall,Guildhall,Performance,7/31/1587,1587-7-31,1588-4-15,,,154845,"51.375801,-2.359904",,,,,,
175,Warwickshire,Coventry,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,St Mary's Guildhall,Guildhall,Performance,11/1/1587,1587-11-1,1588-10-31,Civic,Hall,50960,"52.406822,-1.519693",,,,,,
176,Warwickshire,Coventry,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,St Mary's Guildhall,Guildhall,Performance,9/1/1587,1587-9-1,1587-9-30,Civic,Hall,50960,"52.406822,-1.519693",,,,,,
177,Warwickshire,Coventry,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,St Mary's Guildhall,Guildhall,Performance,11/1/1585,1585-11-1,1586-10-31,Civic,Hall,50960,"52.406822,-1.519693",,,,,,
178,Westmorland,Kendal,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,Town Hall,Town Hall,Performance,10/1/1587,1587-10-1,1587-10-3,,,54323,"54.336471,-2.752398",,,,,,
179,Yorkshire,York,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,Common Hall,Guildhall,Performance,6/20/1588,1588-6-20,1588-6-20,Civic,Hall,353483,"53.959965,-1.087298",,,,,,
180,Yorkshire,York,Henry Radcliffe (1533-1593),Henry Radcliffe,Earl of Sussex's Players (2),Players,Common Hall,Guildhall,Performance,9/10/1587,1587-9-10,1587-10-5,Civic,Hall,353483,"53.959965,-1.087298",,,,,,
181,Somerset,Bath,Ambrose Dudley (1528-1590),Ambrose Dudley,Earl of Warwick's Tumblers,Tumblers,Guildhall,Guildhall,Performance,4/15/1588,1588-4-15,1588-5-22,Civic,Hall,154845,"51.375801,-2.359904",,,,,,
182,Devon,Plymouth,William Somerset (1527-1589),William Somerset,Earl of Worcester's Players (1),Players,Guildhall,Guildhall,Performance,5/1/1581,1581-5-1,1581-9-28,Civic,Hall,239662,"50.375457,-4.142656",,,,,,
183,Gloucestershire,Gloucester,William Somerset (1527-1589),William Somerset,Earl of Worcester's Players (1),Players,Boothall,Town Hall,Performance,12/22/1583,1583-12-22,1583-12-22,,,106828,"51.864245,-2.238156",,,,,,
184,Kent,Maidstone,William Somerset (1527-1589),William Somerset,Earl of Worcester's Players (1),Players,Town Hall,Town Hall,Performance,11/2/1583,1583-11-2,1584-11-2,,,136710,"51.270363,0.522699",,,,,,
185,Kent,Hythe,William Somerset (1527-1589),William Somerset,Earl of Worcester's Players (1),Players,unknown,unknown,Performance,2/2/1584,1584-2-2,1585-2-2,,,136710,"51.071739,1.081937",,,,,,
186,Norfolk,Norwich,William Somerset (1527-1589),William Somerset,Earl of Worcester's Players (1),Players,unknown,unknown,Performance,9/29/1581,1581-9-29,1582-9-28,,,140581,"52.630886,1.297355",,,,,,
187,Norfolk,Norwich,William Somerset (1527-1589),William Somerset,Earl of Worcester's Players (1),Players,unknown,unknown,Performance,9/29/1582,1582-9-29,1583-9-28,,,140581,"52.630886,1.297355",,,,,,
188,Somerset,Bridgwater,William Somerset (1527-1589),William Somerset,Earl of Worcester's Players (1),Players,Town Hall,Town Hall,Performance,9/19/1581,1581-9-19,1581-9-19,Civic,Hall,154845,"51.127889,-3.003632",,,,,,
189,Somerset,Bridgwater,William Somerset (1527-1589),William Somerset,Earl of Worcester's Players (1),Players,Town Hall,Town Hall,Performance,7/30/1582,1582-7-30,1582-7-30,Civic,Hall,154845,"51.127889,-3.003632",,,,,,
190,Warwickshire,Coventry,William Somerset (1527-1589),William Somerset,Earl of Worcester's Players (1),Players,St Mary's Guildhall,Guildhall,Performance,11/1/1583,1583-11-1,1584-10-31,Civic,Hall,50960,"52.406822,-1.519693",,,,,,
191,Warwickshire,Coventry,William Somerset (1527-1589),William Somerset,Earl of Worcester's Players (1),Players,St Mary's Guildhall,Guildhall,Performance,11/1/1581,1581-11-1,1582-10-31,Civic,Hall,50960,"52.406822,-1.519693",,,,,,
192,Yorkshire,York,William Somerset (1527-1589),William Somerset,Earl of Worcester's Players (1),Players,Common Hall,Guildhall,Performance,3/1/1585,1585-3-1,1585-3-28,Civic,Hall,353483,"53.959965,-1.087298",,,,,,
193,Gloucestershire,Gloucester,Edward Somerset (1550-1628),Edward Somerset,Earl of Worcester's Players (2),Players,Boothall,Town Hall,Performance,9/29/1590,1590-9-29,1591-9-28,Civic,,106828,"51.864245,-2.238156",,,,,,
194,Kent,Lydd,Edward Somerset (1550-1628),Edward Somerset,Earl of Worcester's Players (2),Players,Common House,Town Hall,Performance,7/22/1590,1590-7-22,1591-7-22,,,136710,"50.950945,0.906589",,,,,,
195,Kent,Faversham,Edward Somerset (1550-1628),Edward Somerset,Earl of Worcester's Players (2),Players,Guildhall,Guildhall,Performance,1/4/1590,1590-1-4,1590-9-29,,,136710,"51.315994,0.889358",,,,,,
196,Newcastle upon Tyne,Newcastle,Edward Somerset (1550-1628),Edward Somerset,Earl of Worcester's Players (2),Players,Merchants' Court,Guildhall,Performance,9/13/1590,1590-9-13,1590-9-19,Civic,Hall,53192,"54.978252,-1.61778",,,,,,
197,Shropshire,Shrewsbury,Edward Somerset (1550-1628),Edward Somerset,Earl of Worcester's Players (2),Players,Booth Hall,Town Hall,Performance,9/29/1590,1590-9-29,1591-9-28,,,85677,"52.707303,-2.755327",,,,,,
198,Warwickshire,Coventry,Edward Somerset (1550-1628),Edward Somerset,Earl of Worcester's Players (2),Players,St Mary's Guildhall,Guildhall,Performance,11/1/1589,1589-11-1,1590-10-31,Civic,Hall,50960,"52.406822,-1.519693",,,,,,
199,Yorkshire,York,Edward Somerset (1550-1628),Edward Somerset,Earl of Worcester's Players (2),Players,Common Hall,Guildhall,Performance,10/24/1590,1590-10-24,1590-10-24,Civic,Hall,353483,"53.959965,-1.087298",,,,,,
200,Cambridgeshire,Cambridge,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,Guildhall,Guildhall,Performance,9/29/1588,1588-9-29,1589-9-28,Civic,Hall,61561,"52.205337,0.121817",,,,,,
201,Devon,Plymouth,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,Guildhall,Guildhall,Performance,9/29/1586,1586-9-29,1587-5-1,Civic,Hall,239662,"50.375457,-4.142656",,,,,,
202,Devon,Exeter,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,Guildhall,Guildhall,Performance,9/29/1586,1586-9-29,1587-9-28,Civic,Hall,239662,"50.718412,-3.533899",,,,,,
203,Gloucestershire,Gloucester,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,Boothall,Town Hall,Performance,9/17/1590,1590-9-17,1590-9-17,Civic,,106828,"51.864245,-2.238156",,,,,,
204,Gloucestershire,Gloucester,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,Boothall,Town Hall,Performance,9/29/1590,1590-9-29,1591-9-28,Civic,,106828,"51.864245,-2.238156",,,,,,
205,Gloucestershire,Bristol,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,Guildhall,Guildhall,Performance,8/9/1590,1590-8-9,1590-8-15,Civic,Hall,106828,"51.454513,-2.58791",,,,,,
206,Kent,Lydd,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,Common House,Town Hall,Performance,7/22/1589,1589-7-22,1590-7-22,,,136710,"50.950945,0.906589",,,,,,
207,Kent,Folkestone,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,Town Hall,Town Hall,Performance,9/8/1584,1584-9-8,1585-9-8,,,136710,"51.081397,1.169456",,,,,,
208,Kent,Folkestone,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,Town Hall,Town Hall,Performance,9/8/1585,1585-9-8,1586-9-8,,,136710,"51.081397,1.169456",,,,,,
209,Kent,Folkestone,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,Town Hall,Town Hall,Performance,11/1/1589,1589-11-1,1590-11-1,,,136710,"51.081397,1.169456",,,,,,
210,Kent,Maidstone,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,Town Hall,Town Hall,Performance,11/1/1589,1589-11-1,1590-11-1,,,136710,"51.270363,0.522699",,,,,,
211,Kent,Canterbury,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,unknown,unknown,Performance,7/22/1589,1589-7-22,1590-7-22,,,136710,"51.280233,1.078909",,,,,,
212,Kent,Dover,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,unknown,unknown,Performance,6/12/1585,1585-6-12,1585-6-12,,,136710,"51.127876,1.313403",,,,,,
213,Kent,Hythe,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,unknown,unknown,Performance,2/2/1585,1585-2-2,1586-2-2,,,136710,"51.071739,1.081937",,,,,,
214,Kent,Hythe,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,unknown,unknown,Performance,2/2/1586,1586-2-2,1587-2-2,,,136710,"51.071739,1.081937",,,,,,
215,Kent,New Romney,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,unknown,unknown,Performance,6/26/1590,1590-6-26,1590-6-26,,,136710,"50.985117,0.939473",,,,,,
216,Norfolk,Norwich,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,Common Hall,Town Hall,Performance,9/29/1586,1586-9-29,1587-9-28,Civic,Hall,140581,"52.630886,1.297355",,,,,,
217,Oxfordshire,Oxford,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,Guildhall,Guildhall,Performance,9/29/1586,1586-9-29,1587-9-29,,,51126,"51.752021,-1.257726",,,,,,
218,Oxfordshire,Oxford,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,Guildhall,Guildhall,Performance,9/29/1589,1589-9-29,1590-9-29,,,51126,"51.752021,-1.257726",,,,,,
219,Oxfordshire,Oxford,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,Guildhall,Guildhall,Performance,9/29/1590,1590-9-29,1591-9-29,,,51126,"51.752021,-1.257726",,,,,,
220,Somerset,Bath,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,Guildhall,Guildhall,Performance,6/15/1586,1586-6-15,1587-3-31,Civic,Hall,154845,"51.375801,-2.359904",,,,,,
221,Sussex,Rye,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,unknown,unknown,Performance,7/15/1586,1586-7-15,1586-7-15,,,101245,"50.949708,0.73726",,,,,,
222,Sussex,Rye,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,unknown,unknown,Performance,6/23/1590,1590-6-23,1590-6-23,,,101245,"50.949708,0.73726",,,,,,
223,Warwickshire,Coventry,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,St Mary's Guildhall,Guildhall,Performance,11/1/1585,1585-11-1,1586-10-31,Civic,Hall,50960,"52.406822,-1.519693",,,,,,
224,Warwickshire,Coventry,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,St Mary's Guildhall,Guildhall,Performance,11/1/1586,1586-11-1,1587-10-31,Civic,Hall,50960,"52.406822,-1.519693",,,,,,
225,Warwickshire,Coventry,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,St Mary's Guildhall,Guildhall,Performance,11/1/1589,1589-11-1,1590-10-31,Civic,Hall,50960,"52.406822,-1.519693",,,,,,
226,Yorkshire,York,Charles Howard (1536-1624),Charles Howard,Lord Admiral's Players,Players,Common Hall,Guildhall,Performance,2/28/1587,1587-2-28,1587-9-8,Civic,Hall,353483,"53.959965,-1.087298",,,,,,
227,Newcastle upon Tyne,Newcastle,Henry Berkeley (1534-1613),Henry Berkeley,Lord Bartholomew's Players,Players,Merchants' Court,Guildhall,Performance,3/26/1581,1581-3-26,1581-3-31,Civic,Hall,53192,"54.978252,-1.61778",,,,,,
228,Devon,Exeter,Henry Berkeley (1534-1613),Henry Berkeley,Lord Bartlett's Players,Players,Guildhall,Guildhall,Performance,12/1/1582,1582-12-1,1582-12-28,Civic,Hall,239662,"50.718412,-3.533899",,,,,,
229,Devon,Barnstaple,Henry Berkeley (1534-1613),Henry Berkeley,Lord Bartlett's Players,Players,Guildhall (2),Guildhall,Performance,9/29/1583,1583-9-29,1584-9-28,Civic,Hall,239662,"51.07816,-4.058338",,,,,,
230,Kent,Fordwich,Henry Berkeley (1534-1613),Henry Berkeley,Lord Bartlett's Players,Players,Town Hall,Town Hall,Performance,12/2/1583,1583-12-2,1584-12-8,,,136710,"51.295143,1.124467",,,,,,
231,Kent,Dover,Henry Berkeley (1534-1613),Henry Berkeley,Lord Bartlett's Players,Players,unknown,unknown,Performance,5/15/1585,1585-5-15,1585-5-15,,,136710,"51.127876,1.313403",,,,,,
232,Kent,Hythe,Henry Berkeley (1534-1613),Henry Berkeley,Lord Bartlett's Players,Players,unknown,unknown,Performance,2/2/1586,1586-2-2,1587-2-2,,,136710,"51.071739,1.081937",,,,,,
233,Gloucestershire,Gloucester,Edward Seymour (1561-1612),Edward Seymour,Lord Beauchamp's Players,Players,Boothall,Town Hall,Performance,9/29/1590,1590-9-29,1591-9-28,Civic,,106828,"51.864245,-2.238156",,,,,,
234,Gloucestershire,Gloucester,Edward Seymour (1561-1612),Edward Seymour,Lord Beauchamp's Players,Players,Boothall,Town Hall,Performance,4/6/1590,1590-4-6,1590-4-6,Civic,,106828,"51.864245,-2.238156",,,,,,
235,Kent,Lydd,Edward Seymour (1561-1612),Edward Seymour,Lord Beauchamp's Players,Players,Common House,Town Hall,Performance,6/22/1590,1590-6-22,1591-6-22,,,136710,"50.950945,0.906589",,,,,,
236,Shropshire,Shrewsbury,Edward Seymour (1561-1612),Edward Seymour,Lord Beauchamp's Players,Players,Booth Hall,Town Hall,Performance,9/29/1590,1590-9-29,1591-9-28,Civic,Hall,85677,"52.707303,-2.755327",,,,,,
237,Yorkshire,York,Edward Seymour (1561-1612),Edward Seymour,Lord Beauchamp's Players,Players,Common Hall,Guildhall,Performance,9/26/1590,1590-9-26,1590-9-26,Civic,Hall,353483,"53.959965,-1.087298",,,,,,
238,Warwickshire,Coventry,Henry Berkeley (1534-1613),Henry Berkeley,Lord Berkeley's Musicians,Musicians,St Mary's Guildhall,Guildhall,Performance,11/1/1582,1582-11-1,1583-10-31,Civic,Hall,50960,"52.406822,-1.519693",,,,,,
239,Devon,Totnes,Henry Berkeley (1534-1613),Henry Berkeley,Lord Berkeley's Players,Players,Guildhall,Guildhall,Performance,9/29/1584,1584-9-29,1585-9-28,Civic,Hall,239662,"50.433741,-3.685797",,,,,,
240,Dorset,Lyme Regis,Henry Berkeley (1534-1613),Henry Berkeley,Lord Berkeley's Players,Players,Town Hall,Town Hall,Performance,1/17/1584,1584-1-17,1584-1-17,,,66022,"50.725156,-2.936639",,,,,,
241,Gloucestershire,Gloucester,Henry Berkeley (1534-1613),Henry Berkeley,Lord Berkeley's Players,Players,Boothall,Town Hall,Performance,9/29/1584,1584-9-29,1585-9-28,Civic,,106828,"51.864245,-2.238156",,,,,,
242,Gloucestershire,Gloucester,Henry Berkeley (1534-1613),Henry Berkeley,Lord Berkeley's Players,Players,Boothall,Town Hall,Performance,9/29/1581,1581-9-29,1582-9-28,Civic,,106828,"51.864245,-2.238156",,,,,,
243,Gloucestershire,Gloucester,Henry Berkeley (1534-1613),Henry Berkeley,Lord Berkeley's Players,Players,Boothall,Town Hall,Performance,11/30/1582,1582-11-30,1582-11-30,Civic,,106828,"51.864245,-2.238156",,,,,,
244,Gloucestershire,Gloucester,Henry Berkeley (1534-1613),Henry Berkeley,Lord Berkeley's Players,Players,Boothall,Town Hall,Performance,9/29/1580,1580-9-29,1581-9-28,Civic,,106828,"51.864245,-2.238156",,,,,,
245,Gloucestershire,Gloucester,Henry Berkeley (1534-1613),Henry Berkeley,Lord Berkeley's Players,Players,Boothall,Town Hall,Performance,6/16/1584,1584-6-16,1584-8-31,,,106828,"51.864245,-2.238156",,,,,,
246,Kent,Dover,Henry Berkeley (1534-1613),Henry Berkeley,Lord Berkeley's Players,Players,unknown,unknown,Performance,7/4/1584,1584-7-4,1584-7-18,,,136710,"51.127876,1.313403",,,,,,
247,Shropshire,Ludlow,Henry Berkeley (1534-1613),Henry Berkeley,Lord Berkeley's Players,Players,unknown,unknown,Performance,9/11/1582,1582-9-11,1582-9-11,,,85677,"52.367749,-2.713913",,,,,,
248,Somerset,Bath,Henry Berkeley (1534-1613),Henry Berkeley,Lord Berkeley's Players,Players,Guildhall,Guildhall,Performance,6/16/1583,1583-6-16,1584-6-15,Civic,Hall,154845,"51.375801,-2.359904",,,,,,
249,Somerset,Bath,Henry Berkeley (1534-1613),Henry Berkeley,Lord Berkeley's Players,Players,Guildhall,Guildhall,Performance,6/16/1584,1584-6-16,1584-8-31,Civic,Hall,154845,"51.375801,-2.359904",,,,,,
250,Somerset,Bath,Henry Berkeley (1534-1613),Henry Berkeley,Lord Berkeley's Players,Players,Guildhall,Guildhall,Performance,6/13/1580,1580-6-13,1581-6-15,Civic,Hall,154845,"51.375801,-2.359904",,,,,,
251,Somerset,Bath,Henry Berkeley (1534-1613),Henry Berkeley,Lord Berkeley's Players,Players,Guildhall,Guildhall,Performance,6/11/1582,1582-6-11,1583-6-15,Civic,Hall,154845,"51.375801,-2.359904",,,,,,
252,Somerset,Bath,Henry Berkeley (1534-1613),Henry Berkeley,Lord Berkeley's Players,Players?,Guildhall,Guildhall,Performance,6/16/1581,1581-6-16,1582-6-10,Civic,Hall,154845,"51.375801,-2.359904",,,,,,
